Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2009-10,27,MIA,NBA,C,80,1322,10.2,.546,.000,.579,11.0,11.1,11.1,1.3,0.8,6.7,18.4,8.7,,1.0,2.0,3.1,.111,,-3.4,1.7,-1.7,0.1
2010-11,28,MIA,NBA,C,75,1463,7.3,.583,.000,.737,9.0,12.4,10.8,2.2,0.4,5.0,21.5,5.3,,1.2,2.1,3.3,.107,,-3.2,1.6,-1.6,0.2
2011-12,29,MIA,NBA,C,64,1349,10.3,.598,.000,.467,9.2,12.8,11.1,1.0,1.4,5.1,19.7,7.8,,1.2,2.2,3.4,.122,,-2.0,1.6,-0.5,0.5
2012-13,30,MIA,NBA,C,62,566,10.4,.542,.000,.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,,0.4,0.8,1.2,.100,,-2.3,0.9,-1.3,0.1
2013-14,31,TOT,NBA,C,33,186,8.1,.394,.000,.250,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,,0.0,0.2,0.2,.044,,-4.2,-0.8,-5.0,-0.1
2013-14,31,MIA,NBA,C,12,37,8.0,.436,.000,.333,7.1,16.4,11.9,0.0,0.0,9.4,12.7,10.2,,0.0,0.0,0.0,.049,,-5.2,-0.3,-5.5,0.0
2013-14,31,BOS,NBA,C,21,149,8.1,.384,.000,.231,9.6,14.1,11.8,1.9,1.0,4.1,6.5,9.1,,0.0,0.1,0.1,.043,,-4.0,-0.9,-4.9,-0.1
2014-15,32,DET,NBA,C,49,406,14.7,.607,.000,.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,,0.5,0.7,1.2,.142,,-2.9,3.1,0.2,0.2
2015-16,33,DET,NBA,C,19,96,14.1,.666,.000,.800,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7.0,,0.2,0.2,0.4,.177,,-2.9,3.3,0.4,0.1
2016-17,34,SAS,NBA,C,19,122,11.6,.640,.000,.500,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,,0.1,0.2,0.4,.141,,-3.5,1.4,-2.1,0.0
2013-14,31,ATL,NBA,C,50,925,11.7,.545,.582,.224,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,,0.5,0.9,1.4,.075,,-1.6,-0.7,-2.3,-0.1
2014-15,32,ATL,NBA,C,63,1037,9.5,.508,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,,0.5,1.0,1.5,.070,,-3.0,-1.2,-4.1,-0.6
2017-18,20,TOR,NBA,SF,74,1481,10.0,.587,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,,1.4,1.6,3.0,.098,,-1.2,0.6,-0.6,0.5
2018-19,21,TOR,NBA,SF,67,1352,9.8,.544,.500,.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,,0.3,1.7,2.0,.070,,-2.4,0.1,-2.4,-0.1
2019-20,22,TOR,NBA,SF,69,2066,13.2,.600,.403,.180,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,,2.1,3.7,5.7,.134,,-0.8,2.0,1.2,1.7
2020-21,23,TOR,NBA,SF,43,1433,15.4,.605,.503,.197,4.0,14.6,9.1,10.1,2.2,2.2,11.7,19.3,,1.5,1.6,3.1,.104,,0.8,0.4,1.2,1.2
2021-22,24,TOR,NBA,SF,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,.104,,0.4,0.1,0.5,1.1
2022-23,25,TOR,NBA,SF,25,910,16.4,.571,.313,.245,4.2,14.1,8.9,9.0,3.1,2.4,13.2,22.4,,0.6,1.2,1.8,.097,,0.1,0.8,0.8,0.7
2015-16,23,ORL,NBA,PG,5,27,-4.8,.338,.375,.250,0.0,4.2,2.1,5.0,1.9,0.0,25.3,19.5,,-0.1,0.0,-0.1,-0.199,,-13.2,-2.0,-15.1,-0.1
2004-05,24,TOR,NBA,C,59,736,7.1,.492,.017,.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,,-0.4,0.7,0.3,.016,,-6.5,-0.8,-7.4,-1.0
2005-06,25,TOR,NBA,C,52,601,4.5,.385,.007,.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,,-1.2,0.4,-0.8,-0.066,,-6.7,-1.0,-7.7,-0.9
2006-07,26,UTA,NBA,C,28,248,8.3,.463,.000,.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,,-0.1,0.3,0.1,.027,,-4.3,-0.9,-5.2,-0.2
2002-03,22,MEM,NBA,PF,12,72,2.4,.340,.000,.900,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,,-0.3,0.0,-0.2,-0.158,,-8.8,-3.3,-12.0,-0.2
2003-04,23,TOT,NBA,CPF,32,256,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,,-0.2,0.4,0.2,.039,,-6.7,2.2,-4.5,-0.1
2003-04,23,PHO,NBA,PF,1,6,-5.1,.266,.000,2.000,0.0,19.1,9.5,22.2,0.0,0.0,34.7,21.7,,0.0,0.0,0.0,-0.285,,-11.1,-2.0,-13.2,0.0
2003-04,23,ORL,NBA,PF,1,4,20.6,.347,.000,1.000,0.0,29.0,14.2,0.0,13.2,0.0,0.0,32.6,,0.0,0.0,0.0,-0.080,,0.1,5.5,5.6,0.0
2003-04,23,TOR,NBA,C,30,246,5.6,.346,.000,.900,9.8,13.6,11.7,7.7,2.9,0.9,17.7,10.0,,-0.2,0.4,0.2,.049,,-6.7,2.3,-4.4,-0.1
2017-18,23,CHI,NBA,PG,24,304,7.3,.550,.756,.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,,0.1,0.2,0.3,.040,,-4.7,0.6,-4.1,-0.2
2018-19,24,CHI,NBA,PG,81,1961,11.6,.588,.519,.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,,2.8,0.9,3.7,.090,,-2.0,0.1,-1.9,0.1
2019-20,25,CHI,NBA,PG,58,930,9.0,.551,.627,.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,,0.7,0.7,1.4,.071,,-2.7,-0.1,-2.8,-0.2
2020-21,26,CHI,NBA,PG,44,450,9.8,.541,.573,.171,1.2,15.1,8.3,16.3,1.0,0.0,7.4,13.1,,0.5,0.4,0.9,.093,,-2.6,0.3,-2.3,0.0
2021-22,27,NYK,NBA,PG,10,76,6.1,.667,.750,.000,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,,0.0,0.1,0.1,.052,,-4.6,0.0,-4.6,-0.1
2022-23,28,NYK,NBA,PG,6,16,-0.6,.000,.667,.000,0.0,13.0,6.5,14.6,6.0,0.0,25.0,10.4,,-0.1,0.0,0.0,-0.123,,-12.4,4.8,-7.6,0.0
2001-02,20,GSW,NBA,PG,47,1155,17.0,.562,.294,.417,3.7,8.7,6.1,24.8,3.0,0.6,17.6,20.1,,2.1,0.7,2.7,.114,,1.0,0.0,1.0,0.9
2002-03,21,GSW,NBA,PG,82,2866,18.6,.540,.265,.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,,5.8,0.7,6.5,.109,,2.6,-1.3,1.3,2.4
2003-04,22,WAS,NBA,PG,55,2066,16.0,.512,.364,.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,,1.1,1.5,2.6,.061,,1.1,-1.0,0.1,1.1
2004-05,23,WAS,NBA,PG,80,3274,21.3,.565,.369,.420,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,,9.2,2.3,11.5,.169,,4.7,-0.4,4.2,5.2
2005-06,24,WAS,NBA,PG,80,3384,23.8,.581,.324,.479,2.0,7.8,4.8,27.0,2.5,0.6,12.8,30.5,,11.0,2.6,13.6,.193,,5.4,0.0,5.4,6.3
2006-07,25,WAS,NBA,PG,74,2942,24.0,.565,.377,.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,,9.3,1.5,10.8,.177,,5.5,-0.8,4.7,5.0
2007-08,26,WAS,NBA,PG,13,425,18.2,.529,.398,.490,1.6,12.8,7.0,27.4,2.9,0.2,17.1,31.1,,0.2,0.4,0.6,.070,,2.3,0.1,2.4,0.5
2008-09,27,WAS,NBA,PG,2,63,18.9,.433,.304,.696,1.8,15.3,8.4,47.8,0.0,1.3,3.2,22.4,,0.2,0.0,0.2,.115,,3.0,-2.2,0.8,0.0
2009-10,28,WAS,NBA,PG,32,1169,18.7,.511,.294,.336,1.6,11.6,6.5,36.3,1.8,0.6,14.2,31.9,,0.9,0.9,1.8,.072,,2.9,-1.2,1.7,1.1
2010-11,29,TOT,NBA,PG,70,1796,10.8,.471,.446,.208,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,,-1.6,2.2,0.5,.014,,-2.2,-0.3,-2.4,-0.2
2010-11,29,WAS,NBA,PG,21,726,14.0,.505,.439,.203,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,,0.0,0.4,0.4,.025,,0.4,-1.2,-0.8,0.2
2010-11,29,ORL,NBA,PG,49,1070,8.6,.444,.450,.213,1.8,11.0,6.5,23.8,2.2,0.7,19.3,23.7,,-1.6,1.7,0.2,.007,,-3.9,0.3,-3.6,-0.4
2011-12,30,MEM,NBA,PG,17,211,9.9,.526,.609,.156,1.1,9.0,5.0,13.4,2.8,0.4,14.9,17.3,,0.1,0.3,0.4,.088,,-3.3,2.0,-1.3,0.0
2004-05,19,NYK,NBA,SF,80,1382,13.3,.503,.033,.447,7.5,13.1,10.3,9.8,2.7,1.0,13.6,17.8,,0.8,1.3,2.1,.073,,-1.2,0.6,-0.6,0.5
2005-06,20,TOT,NBA,SF,57,999,11.8,.468,.022,.562,9.6,17.1,13.3,9.8,3.0,0.9,18.0,15.8,,-0.1,1.0,0.9,.043,,-1.8,1.1,-0.7,0.3
2005-06,20,NYK,NBA,SF,36,709,10.2,.459,.021,.527,8.3,15.3,11.7,10.4,3.2,1.0,20.4,14.4,,-0.4,0.6,0.3,.020,,-2.4,1.5,-0.9,0.2
2005-06,20,ORL,NBA,SF,21,290,15.8,.485,.025,.625,12.7,21.5,17.3,8.3,2.6,0.5,13.6,19.3,,0.2,0.4,0.6,.101,,-0.2,0.0,-0.3,0.1
2006-07,21,ORL,NBA,SG,57,1278,16.2,.567,.019,.461,9.7,14.2,12.0,8.9,2.5,1.2,15.8,19.2,,1.5,1.9,3.4,.128,,0.4,1.3,1.6,1.2
2007-08,22,TOT,NBA,SF,35,546,16.1,.568,.132,.551,6.4,15.4,11.1,11.8,2.9,1.5,12.0,15.6,,0.9,0.9,1.8,.157,,0.4,2.3,2.8,0.7
2007-08,22,ORL,NBA,SF,11,115,12.7,.479,.097,.484,5.2,18.3,12.0,10.7,2.2,1.9,11.7,17.0,,0.0,0.2,0.2,.085,,-1.7,3.1,1.4,0.1
2007-08,22,LAL,NBA,SF,24,431,17.1,.594,.143,.571,6.7,14.6,10.8,12.0,3.0,1.3,12.0,15.3,,0.9,0.7,1.6,.176,,1.0,2.1,3.1,0.6
2008-09,23,LAL,NBA,SF,82,1999,15.5,.544,.320,.284,6.4,13.4,10.0,10.4,3.5,0.9,11.5,16.6,,2.5,3.5,6.1,.146,,0.2,2.2,2.4,2.3
2009-10,24,HOU,NBA,SF,72,2629,13.3,.488,.407,.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,,0.1,3.1,3.2,.058,,-0.4,0.9,0.5,1.7
2010-11,25,NOH,NBA,SF,75,2600,11.3,.487,.356,.259,2.8,16.4,9.5,10.0,2.5,1.0,12.2,17.7,,-0.4,3.8,3.4,.062,,-1.7,1.3,-0.4,1.0
2011-12,26,NOH,NBA,SF,41,1350,14.2,.496,.216,.253,3.7,15.1,9.5,16.8,2.8,1.5,14.5,18.4,,0.5,1.7,2.2,.078,,-0.4,1.7,1.3,1.1
2012-13,27,WAS,NBA,SF,56,1471,14.0,.538,.463,.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,,0.7,2.4,3.1,.102,,0.1,2.0,2.1,1.6
2013-14,28,WAS,NBA,SF,77,2723,15.8,.590,.518,.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,,4.3,3.7,8.0,.141,,1.3,1.0,2.3,3.0
2014-15,29,HOU,NBA,SF,82,2930,12.7,.539,.610,.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,,2.7,3.9,6.6,.108,,-0.1,1.1,1.0,2.2
2015-16,30,HOU,NBA,SF,81,2859,12.9,.551,.581,.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,,3.1,2.3,5.4,.090,,0.1,0.3,0.4,1.7
2016-17,31,HOU,NBA,SF,80,2773,12.3,.548,.695,.158,2.1,15.9,9.0,8.8,2.5,0.6,7.9,14.1,,2.8,3.2,6.0,.104,,-0.1,1.1,1.0,2.1
2017-18,32,HOU,NBA,SF,67,2269,11.8,.567,.710,.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,,2.6,2.8,5.3,.113,,0.0,0.7,0.7,1.5
2018-19,33,TOT,NBA,SF,69,2349,12.1,.534,.590,.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,,1.3,1.2,2.5,.052,,-0.7,-0.6,-1.3,0.4
2018-19,33,PHO,NBA,SF,26,884,10.5,.525,.612,.189,2.0,16.4,9.1,13.5,2.1,0.8,13.7,13.8,,0.2,0.5,0.6,.035,,-1.1,0.0,-1.1,0.2
2018-19,33,WAS,NBA,SF,43,1465,13.0,.538,.580,.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,,1.1,0.8,1.9,.062,,-0.5,-0.9,-1.4,0.2
2019-20,34,TOT,NBA,SF,53,1493,11.0,.593,.639,.228,2.5,15.7,9.0,8.0,2.2,0.9,13.6,11.8,,1.3,1.2,2.5,.081,,-1.4,0.9,-0.5,0.6
2019-20,34,SAC,NBA,SF,32,791,9.4,.543,.739,.164,2.9,18.2,10.4,8.3,2.1,0.8,13.7,11.2,,0.3,0.8,1.1,.066,,-1.9,1.3,-0.6,0.3
2019-20,34,POR,NBA,SF,21,702,12.8,.643,.535,.296,2.0,12.8,7.4,7.6,2.3,1.0,13.5,12.5,,1.0,0.4,1.4,.098,,-0.9,0.4,-0.4,0.3
2020-21,35,MIA,NBA,SF,30,841,11.9,.542,.593,.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,,0.5,1.0,1.6,.091,,-1.2,0.1,-1.1,0.2
2021-22,36,LAL,NBA,SF,24,462,7.0,.449,.747,.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,,-0.2,0.4,0.2,.020,,-3.3,-0.2,-3.4,-0.2
1989-90,22,CHI,NBA,PG,81,1291,11.9,.530,.015,.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1.0,0.8,1.7,.064,,-1.7,-1.1,-2.8,-0.3
1990-91,23,CHI,NBA,PG,82,1731,14.8,.529,.047,.176,1.7,8.3,5.1,23.4,2.0,0.1,13.6,19.5,,2.3,1.8,4.1,.114,,-0.2,-0.3,-0.5,0.7
1991-92,24,CHI,NBA,PG,82,1875,14.1,.537,.125,.185,1.2,7.6,4.5,19.2,1.2,0.2,11.1,19.5,,2.7,1.8,4.6,.117,,0.2,-0.8,-0.6,0.7
1992-93,25,CHI,NBA,PG,82,2492,14.7,.570,.170,.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,,5.7,1.7,7.5,.144,,0.8,-0.6,0.2,1.4
1993-94,26,CHI,NBA,PG,82,2770,14.5,.547,.134,.225,1.2,6.0,3.6,18.0,1.5,0.2,10.6,19.8,,4.9,2.6,7.5,.130,,0.3,-0.4,-0.1,1.3
1994-95,27,CHI,NBA,PG,82,2577,15.1,.577,.283,.261,1.1,7.4,4.3,14.7,1.7,0.2,9.4,19.0,,5.4,2.8,8.1,.152,,1.0,-0.1,1.0,1.9
1995-96,28,GSW,NBA,PG,82,2262,17.3,.595,.285,.384,1.1,8.3,4.7,28.4,1.5,0.2,13.1,18.8,,6.2,0.8,7.0,.149,,2.7,-0.8,1.8,2.2
1996-97,29,GSW,NBA,PG,49,1020,12.9,.538,.275,.242,0.8,7.8,4.3,20.3,1.3,0.2,12.8,18.1,,1.4,-0.1,1.3,.061,,-0.5,-1.8,-2.3,-0.1
1997-98,30,TOT,NBA,PG,66,831,14.6,.555,.164,.235,2.3,8.6,5.5,29.0,1.9,0.0,15.2,15.3,,1.6,0.6,2.2,.124,,0.0,0.1,0.1,0.4
1997-98,30,GSW,NBA,PG,4,59,6.3,.385,.053,.368,7.0,5.6,6.3,16.5,3.6,0.0,24.1,21.5,,-0.2,0.1,-0.1,-0.092,,-6.7,0.3,-6.4,-0.1
1997-98,30,CHH,NBA,PG,62,772,15.2,.573,.175,.222,1.9,8.8,5.4,30.0,1.7,0.0,14.1,14.9,,1.8,0.5,2.3,.141,,0.5,0.1,0.6,0.5
1998-99,31,TOT,NBA,PG,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.6,0.4,-1.2,0.1
1998-99,31,CHH,NBA,PG,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,0.2,-0.7,-0.5,0.1
1998-99,31,ORL,NBA,PG,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,1.4,-1.9,0.0
1999-00,32,CHI,NBA,PG,27,583,10.7,.510,.156,.134,0.4,9.2,4.7,26.5,0.6,0.1,16.9,18.6,,0.2,0.2,0.4,.030,,-1.8,-2.0,-3.8,-0.3
2001-02,21,NJN,NBA,SG,35,196,3.8,.358,.200,.118,5.7,3.5,4.6,6.5,1.9,0.4,8.2,22.3,,-0.4,0.2,-0.2,-0.054,,-7.4,-1.7,-9.0,-0.3
2002-03,22,NJN,NBA,SG,17,69,3.9,.405,.222,.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,,-0.2,0.1,-0.1,-0.050,,-7.4,-0.7,-8.1,-0.1
2003-04,23,NJN,NBA,SG,56,434,5.5,.427,.297,.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,,-0.8,0.5,-0.3,-0.030,,-5.5,-2.0,-7.5,-0.6
1994-95,26,ORL,NBA,PG,3,8,40.2,.563,.750,.250,14.8,0.0,7.2,76.1,6.3,0.0,10.1,53.0,,0.1,0.0,0.1,.492,,13.9,3.7,17.6,0.0
1995-96,27,ORL,NBA,PG,13,41,32.4,.622,.375,.125,0.0,5.6,2.8,29.3,7.7,0.0,15.1,43.8,,0.0,0.1,0.1,.158,,5.7,3.8,9.5,0.1
1996-97,28,ORL,NBA,PG,67,1010,14.7,.525,.525,.307,4.0,4.9,4.4,29.7,3.3,0.7,20.2,22.4,,0.7,1.1,1.8,.085,,0.5,0.7,1.1,0.8
1997-98,29,ORL,NBA,PG,48,1236,15.7,.509,.179,.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,,1.2,1.3,2.5,.096,,1.0,0.2,1.1,1.0
1998-99,30,ORL,NBA,PG,50,1502,22.2,.575,.362,.341,4.0,10.0,7.0,40.8,3.9,0.2,20.8,22.9,,3.8,2.7,6.4,.205,,4.2,2.4,6.7,3.3
1999-00,31,ORL,NBA,PG,82,2590,19.5,.542,.360,.221,2.7,8.6,5.7,31.4,3.2,0.2,16.8,23.9,,4.6,3.4,8.0,.149,,3.6,0.9,4.5,4.3
2000-01,32,ORL,NBA,PG,75,2767,18.6,.535,.402,.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21.0,,5.8,2.9,8.7,.151,,3.2,0.1,3.3,3.6
2001-02,33,ORL,NBA,PG,82,2730,16.7,.553,.481,.248,3.4,9.7,6.5,25.5,3.0,0.3,16.0,17.9,,5.0,2.6,7.6,.134,,1.6,0.8,2.4,3.0
2002-03,34,ORL,NBA,PG,82,2350,14.6,.530,.361,.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,,2.7,2.2,4.9,.100,,0.2,0.7,0.9,1.7
2003-04,35,NOH,NBA,PG,79,2247,15.6,.525,.583,.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,,2.8,2.5,5.3,.114,,1.3,1.1,2.4,2.5
2004-05,36,TOT,NBA,PG,66,988,11.0,.430,.401,.245,4.0,9.3,6.7,27.9,2.4,0.6,17.9,17.3,,-0.2,1.0,0.8,.039,,-1.6,0.6,-1.0,0.2
2004-05,36,NOH,NBA,PG,14,412,11.1,.422,.440,.132,4.4,9.6,6.9,28.5,2.0,0.4,14.3,22.1,,-0.3,0.3,0.0,-0.002,,-1.1,-0.2,-1.3,0.1
2004-05,36,DAL,NBA,PG,52,576,10.9,.440,.347,.398,3.8,9.1,6.5,27.5,2.7,0.8,21.9,13.8,,0.1,0.7,0.8,.069,,-1.9,1.1,-0.8,0.2
2005-06,37,DAL,NBA,PG,62,622,7.3,.444,.375,.328,3.6,12.0,7.8,20.6,2.4,0.4,28.4,15.4,,-0.7,0.7,0.0,.003,,-4.2,0.2,-4.0,-0.3
2006-07,38,IND,NBA,PG,81,1275,15.1,.547,.568,.247,3.0,9.3,6.1,24.8,2.9,0.4,15.4,17.4,,1.7,1.5,3.2,.121,,0.6,1.2,1.8,1.2
2007-08,39,NJN,NBA,PG,50,549,8.7,.499,.627,.273,3.6,10.6,7.1,20.5,2.7,0.3,25.0,13.7,,-0.2,0.5,0.3,.024,,-3.5,0.8,-2.7,-0.1
2006-07,22,NOK,NBA,C,56,634,12.2,.570,.000,.536,10.3,17.0,13.6,2.5,1.0,3.3,18.5,13.6,,0.5,0.7,1.2,.091,,-2.9,0.3,-2.6,-0.1
2007-08,23,NOH,NBA,C,65,732,7.7,.498,.000,.473,10.1,16.0,13.0,4.4,1.1,3.6,24.8,15.1,,-0.5,1.0,0.5,.032,,-6.3,0.5,-5.8,-0.7
2008-09,24,NOH,NBA,C,70,1092,10.7,.585,.008,.398,9.0,12.6,10.8,4.4,1.3,3.5,21.7,16.3,,0.2,1.3,1.5,.068,,-4.2,0.4,-3.8,-0.5
2009-10,25,TOT,NBA,CPF,33,335,6.9,.381,.013,.405,9.2,19.2,14.1,8.8,2.3,2.7,19.1,15.5,,-0.5,0.4,-0.1,-0.017,,-6.7,0.5,-6.1,-0.4
2009-10,25,NOH,NBA,PF,18,239,7.5,.409,.000,.560,8.2,22.0,15.0,9.3,1.7,2.5,17.3,14.4,,-0.2,0.3,0.1,.010,,-6.4,0.6,-5.8,-0.2
2009-10,25,SAC,NBA,C,6,56,8.4,.388,.000,.167,10.1,18.6,14.3,5.0,1.8,5.2,23.7,13.3,,-0.1,0.1,0.0,-0.012,,-4.0,1.0,-3.0,0.0
2009-10,25,HOU,NBA,C,9,40,1.1,.280,.059,.118,13.8,3.0,8.6,11.5,6.4,0.0,21.9,25.3,,-0.2,0.1,-0.2,-0.185,,-12.0,-0.6,-12.6,-0.1
2010-11,26,TOT,NBA,C,53,488,8.8,.508,.053,.434,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,,-0.1,0.6,0.5,.045,,-4.7,1.0,-3.7,-0.2
2010-11,26,WAS,NBA,C,41,412,8.6,.519,.047,.359,10.4,21.5,15.8,3.5,1.9,3.0,25.2,10.6,,-0.1,0.4,0.4,.043,,-5.0,0.9,-4.2,-0.2
2010-11,26,ATL,NBA,C,12,76,10.1,.457,.083,.833,4.8,22.0,13.5,7.8,2.1,5.0,15.5,12.1,,-0.1,0.1,0.1,.054,,-3.2,2.0,-1.2,0.0
2013-14,29,GSW,NBA,C,15,97,17.0,.480,.000,.842,21.8,31.0,26.5,7.1,2.1,3.1,18.7,14.5,,0.1,0.2,0.3,.162,,-0.7,0.5,-0.1,0.0
2001-02,22,TOT,NBA,PG,37,371,12.4,.467,.018,.162,3.5,9.0,6.2,31.2,1.6,0.2,16.2,17.2,,0.2,0.1,0.4,.047,,-1.8,-1.1,-2.9,-0.1
2001-02,22,TOR,NBA,PG,17,96,11.9,.474,.000,.207,3.5,11.1,7.2,36.3,3.4,0.0,27.5,20.7,,-0.1,0.1,0.0,.018,,-3.8,0.4,-3.4,0.0
2001-02,22,DEN,NBA,PG,20,275,12.6,.464,.024,.146,3.6,8.3,5.8,29.5,1.0,0.3,11.2,16.0,,0.3,0.0,0.3,.057,,-1.1,-1.6,-2.8,-0.1
2002-03,23,UTA,NBA,PG,44,287,14.1,.510,.064,.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,,0.1,0.2,0.3,.057,,-0.1,-1.0,-1.0,0.1
2003-04,24,UTA,NBA,PG,71,2008,16.8,.517,.152,.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,,3.5,1.2,4.7,.112,,2.0,-1.1,0.9,1.5
2004-05,25,TOT,NBA,PG,70,1448,11.3,.466,.070,.347,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,,0.3,1.0,1.3,.043,,-2.1,-0.8,-2.9,-0.3
2004-05,25,UTA,NBA,PG,30,742,11.8,.474,.078,.272,1.8,6.0,3.8,34.7,1.5,0.3,17.5,19.5,,0.3,0.1,0.4,.027,,-0.6,-1.9,-2.6,-0.1
2004-05,25,DET,NBA,PG,40,706,10.7,.458,.061,.437,2.5,7.1,4.8,29.7,1.9,0.1,18.1,19.1,,0.0,0.9,0.9,.060,,-3.7,0.3,-3.4,-0.2
2005-06,26,TOT,NBA,PGSG,77,1194,15.6,.512,.053,.362,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,,1.6,1.1,2.7,.107,,-0.1,-0.4,-0.5,0.5
2005-06,26,DET,NBA,PG,50,600,12.5,.433,.038,.369,4.7,9.2,6.9,39.3,1.8,0.4,19.8,18.0,,0.3,0.7,1.0,.079,,-2.1,-0.1,-2.2,0.0
